client_id,age,job,marital,education,credit_default,housing,loan,contact,month,day,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,y
675,77,unemployed,single,unknown,no,yes,no,cellular,may,7,345,4,435,512,nonexistent,-1,93,-50,1,5510,no
676,23,blue-collar,unknown,basic.9y,yes,yes,yes,cellular,sep,6,248,3,510,95,failure,-3,94,-44,4,5608,no
677,37,admin.,married,basic.9y,unknown,yes,no,cellular,sep,30,716,2,769,449,nonexistent,-2,92,-33,4,5519,yes
678,65,unknown,married,unknown,yes,no,yes,cellular,may,26,443,7,510,587,nonexistent,2,93,-40,1,5264,no
679,75,admin.,unknown,basic.9y,no,no,yes,telephone,sep,19,818,2,809,777,success,-3,94,-42,0,5360,yes
680,61,admin.,unknown,unknown,unknown,unknown,unknown,telephone,mar,11,253,1,168,587,failure,1,92,-50,4,5526,no
681,96,unknown,unknown,basic.4y,no,yes,no,cellular,sep,17,904,8,108,773,success,1,92,-37,1,5513,no
682,36,blue-collar,unknown,basic.4y,yes,unknown,unknown,telephone,sep,6,684,5,672,510,failure,0,92,-37,4,5720,yes
683,18,admin.,married,basic.4y,yes,yes,unknown,cellular,mar,8,624,1,646,196,nonexistent,1,94,-41,3,5570,no
684,82,unknown,unknown,basic.9y,no,yes,yes,telephone,may,27,312,9,265,988,failure,-1,94,-35,4,5454,no
685,60,unknown,married,basic.9y,yes,unknown,unknown,telephone,mar,25,351,4,180,293,success,2,93,-44,1,5739,yes
686,68,admin.,single,unknown,no,unknown,unknown,telephone,may,21,81,3,564,36,success,-1,93,-31,1,5078,no
687,71,blue-collar,single,basic.9y,yes,yes,yes,cellular,sep,16,445,2,563,856,failure,-2,92,-44,3,5382,no
688,74,admin.,married,basic.9y,no,yes,unknown,cellular,sep,14,984,7,873,554,nonexistent,2,94,-49,3,5955,yes
689,50,admin.,single,unknown,no,unknown,no,cellular,sep,28,155,9,404,279,failure,0,93,-47,0,5275,no
690,61,unemployed,unknown,unknown,yes,no,unknown,telephone,sep,29,908,7,681,714,success,0,94,-34,2,5223,no
691,39,unknown,unknown,basic.9y,unknown,unknown,no,telephone,mar,19,675,3,222,389,success,1,92,-38,2,5025,no
692,36,unknown,married,unknown,unknown,unknown,no,cellular,may,8,643,7,621,244,nonexistent,-1,93,-34,2,5904,no
693,25,blue-collar,unknown,basic.9y,yes,yes,yes,cellular,mar,19,972,9,797,654,nonexistent,2,94,-32,3,5211,no
694,46,blue-collar,married,basic.4y,unknown,no,yes,cellular,may,9,249,7,747,21,success,2,94,-32,4,5046,no
695,21,blue-collar,single,basic.9y,unknown,yes,unknown,telephone,may,9,935,5,715,225,success,-3,94,-41,4,5155,no
696,80,admin.,unknown,basic.4y,no,yes,yes,cellular,mar,10,13,1,511,37,success,-3,94,-42,3,5945,yes
697,23,admin.,single,basic.9y,yes,no,no,telephone,may,20,794,4,246,753,success,-2,93,-49,0,5384,no
698,32,blue-collar,unknown,basic.9y,unknown,yes,yes,telephone,may,23,854,2,354,279,nonexistent,2,92,-43,4,5407,no
699,27,admin.,single,unknown,unknown,no,no,cellular,mar,12,752,5,543,352,nonexistent,-2,92,-40,1,5681,yes
700,95,admin.,unknown,basic.4y,unknown,no,unknown,cellular,mar,10,865,6,818,575,success,0,92,-32,0,5172,no
701,18,blue-collar,unknown,basic.9y,yes,yes,unknown,telephone,mar,3,206,5,303,930,failure,-2,92,-41,2,5596,yes
702,91,unknown,married,unknown,no,no,yes,cellular,sep,19,6,6,842,570,success,-2,93,-44,4,5840,no
703,28,unemployed,single,unknown,no,no,unknown,telephone,sep,21,381,9,77,93,nonexistent,2,92,-40,4,5411,no
704,23,unknown,unknown,basic.4y,no,yes,no,telephone,mar,17,525,1,931,916,success,1,92,-31,0,5012,yes
705,56,unknown,married,basic.9y,yes,no,no,telephone,may,20,843,6,4,227,failure,1,93,-33,0,5720,no
706,64,unemployed,unknown,basic.4y,unknown,unknown,no,telephone,mar,10,13,1,484,291,failure,1,92,-35,4,5996,yes
707,78,unemployed,unknown,basic.4y,no,yes,unknown,cellular,mar,3,2,9,471,192,failure,-3,93,-36,0,5343,no
708,52,blue-collar,single,unknown,no,yes,unknown,telephone,sep,15,516,7,801,159,nonexistent,0,94,-42,2,5851,yes
709,45,blue-collar,single,basic.9y,no,yes,unknown,cellular,sep,24,869,7,559,392,success,-2,92,-40,2,5478,yes
710,54,admin.,unknown,basic.9y,no,yes,yes,cellular,sep,14,231,5,985,243,nonexistent,1,92,-32,0,5198,no
711,81,unknown,unknown,basic.4y,yes,unknown,yes,telephone,mar,15,400,3,923,610,success,-1,94,-42,2,5495,no
712,77,blue-collar,married,unknown,yes,yes,no,telephone,sep,29,163,2,848,876,failure,-3,94,-49,3,5507,no
713,56,blue-collar,married,unknown,yes,yes,no,cellular,mar,10,785,7,520,989,nonexistent,2,92,-40,0,5013,no
714,28,admin.,single,basic.9y,yes,unknown,no,cellular,mar,15,513,7,128,894,nonexistent,0,93,-49,2,5729,no
715,88,unemployed,single,basic.4y,unknown,no,unknown,telephone,sep,26,798,2,158,360,nonexistent,1,94,-35,4,5322,no
716,42,admin.,unknown,unknown,unknown,yes,yes,telephone,may,11,901,8,972,408,success,0,93,-45,2,5591,yes
717,61,admin.,married,unknown,unknown,unknown,yes,telephone,may,26,490,8,461,700,success,0,94,-32,1,5665,no
718,28,blue-collar,single,basic.4y,unknown,no,yes,cellular,mar,19,9,6,450,57,success,-1,92,-46,0,5178,yes
719,99,admin.,married,basic.4y,unknown,unknown,no,cellular,sep,22,960,8,736,802,failure,2,93,-48,2,5547,no
720,20,unknown,married,basic.4y,no,no,yes,cellular,mar,10,152,8,751,458,success,-1,93,-41,2,5962,no
721,32,admin.,unknown,basic.4y,yes,no,no,cellular,sep,21,849,7,626,28,nonexistent,-2,94,-43,3,5860,yes
722,36,unemployed,single,basic.9y,no,unknown,no,cellular,may,29,407,4,72,796,failure,2,92,-36,0,5780,yes
723,78,blue-collar,single,basic.4y,no,unknown,unknown,telephone,may,28,461,8,469,620,nonexistent,1,93,-47,3,5495,no
724,63,admin.,married,basic.9y,no,no,unknown,cellular,may,8,613,8,665,758,nonexistent,-1,93,-47,4,5636,no
725,94,blue-collar,unknown,basic.4y,no,unknown,no,cellular,mar,12,729,7,240,480,failure,0,94,-35,3,5752,yes
726,97,admin.,single,basic.9y,unknown,no,no,cellular,may,14,711,9,954,408,success,2,93,-35,3,5508,yes
727,85,unknown,married,basic.4y,unknown,yes,yes,cellular,sep,28,43,8,748,94,nonexistent,-2,93,-50,0,5005,yes
728,77,admin.,single,basic.4y,no,no,no,telephone,may,22,520,8,278,927,success,-2,93,-40,2,5755,no
729,87,blue-collar,unknown,basic.4y,no,yes,unknown,telephone,mar,30,843,7,513,443,nonexistent,-3,93,-39,3,5996,yes
730,25,unknown,single,basic.9y,yes,no,no,cellular,may,8,621,2,576,719,success,1,92,-47,0,5497,no
731,75,admin.,married,basic.4y,unknown,unknown,yes,telephone,mar,13,187,2,406,715,nonexistent,2,92,-38,4,5265,yes
732,42,admin.,single,basic.4y,yes,unknown,unknown,cellular,sep,25,849,3,989,303,success,-2,94,-44,2,5682,no
733,19,admin.,married,basic.9y,unknown,unknown,yes,cellular,sep,4,448,7,614,512,nonexistent,-1,92,-41,0,5879,no
734,62,unknown,unknown,basic.4y,yes,unknown,yes,cellular,sep,19,918,9,537,123,success,1,92,-38,4,5953,no
735,59,admin.,unknown,basic.9y,no,unknown,yes,telephone,may,23,75,4,137,426,failure,2,93,-32,2,5294,no
736,58,unemployed,single,basic.9y,no,yes,unknown,cellular,may,1,499,7,323,65,failure,2,94,-48,1,5236,yes
737,88,admin.,unknown,unknown,yes,no,yes,telephone,sep,6,297,1,398,256,success,1,92,-48,4,5436,yes
738,76,unemployed,single,basic.4y,no,no,yes,telephone,may,21,917,6,817,734,failure,2,93,-50,3,5740,no
739,98,blue-collar,unknown,basic.4y,unknown,no,yes,cellular,mar,28,242,6,836,177,success,0,93,-33,2,5053,yes
740,54,admin.,unknown,basic.9y,no,no,unknown,telephone,sep,1,159,2,342,231,success,0,94,-40,0,5155,yes
741,21,unemployed,single,unknown,unknown,yes,no,cellular,sep,19,703,4,42,308,failure,-1,93,-36,3,5521,yes
742,89,blue-collar,married,basic.9y,no,no,unknown,cellular,mar,8,678,2,749,770,failure,2,92,-50,4,5585,no
743,93,admin.,married,unknown,unknown,yes,no,telephone,may,29,785,1,503,1,failure,-3,94,-43,2,5692,no
744,93,unknown,unknown,basic.9y,unknown,unknown,no,cellular,sep,28,113,5,848,282,failure,1,93,-38,2,5412,no
745,98,blue-collar,single,unknown,yes,unknown,no,cellular,may,19,756,5,217,337,failure,2,92,-32,1,5712,yes
746,51,admin.,single,basic.4y,unknown,no,unknown,cellular,may,20,987,5,651,184,failure,-2,92,-35,4,5411,no
747,54,unemployed,married,unknown,no,no,no,telephone,mar,23,688,4,594,377,success,-3,94,-46,1,5836,yes
748,68,admin.,unknown,basic.9y,no,yes,no,telephone,sep,26,538,2,261,192,success,-3,92,-31,0,5066,no
749,34,blue-collar,unknown,unknown,yes,no,no,cellular,mar,15,607,5,783,433,success,-2,94,-48,2,5654,yes
750,60,unknown,married,basic.4y,no,yes,no,telephone,mar,21,384,3,357,377,nonexistent,-2,92,-40,2,5573,no
751,96,admin.,single,basic.9y,yes,unknown,no,cellular,mar,15,953,5,299,324,failure,0,94,-47,3,5362,yes
752,65,unknown,married,basic.9y,unknown,no,yes,cellular,mar,18,867,5,93,413,nonexistent,-1,93,-34,1,5383,yes
753,72,unemployed,married,basic.4y,yes,yes,unknown,telephone,mar,7,484,4,915,883,failure,-1,92,-40,4,5774,yes
754,48,blue-collar,married,basic.4y,no,no,no,cellular,may,29,0,3,556,906,nonexistent,-3,94,-46,4,5706,no
755,22,unknown,single,unknown,no,unknown,yes,telephone,may,10,552,1,857,592,success,2,92,-34,4,5138,no
756,72,blue-collar,single,basic.4y,no,no,yes,telephone,may,20,537,7,11,699,success,-1,92,-35,2,5096,no
757,56,admin.,single,basic.4y,yes,yes,yes,cellular,mar,17,106,2,153,284,nonexistent,-2,92,-48,3,5428,no
758,70,unknown,single,basic.4y,yes,no,yes,telephone,may,15,961,6,939,894,failure,0,94,-48,2,5591,yes
759,31,admin.,single,unknown,no,yes,yes,cellular,may,23,116,7,280,7,failure,-1,93,-34,3,5657,yes
760,70,admin.,married,unknown,unknown,unknown,no,telephone,sep,17,903,5,440,146,failure,-1,94,-38,4,5352,no
761,83,unknown,single,basic.9y,unknown,no,unknown,cellular,mar,23,788,4,794,629,success,-2,94,-41,0,5707,yes
762,31,blue-collar,married,basic.9y,unknown,unknown,unknown,telephone,may,20,140,6,91,12,failure,2,94,-32,3,5976,yes
763,47,unemployed,unknown,unknown,unknown,unknown,yes,telephone,sep,4,157,3,82,325,success,-2,93,-37,0,5890,no
764,66,unemployed,married,unknown,no,unknown,yes,telephone,sep,4,150,1,844,709,nonexistent,1,92,-48,3,5162,yes
765,88,unemployed,unknown,basic.4y,yes,unknown,no,telephone,sep,23,627,7,891,363,nonexistent,0,92,-35,2,5154,yes
766,79,blue-collar,unknown,unknown,unknown,unknown,no,telephone,may,1,982,9,967,299,failure,2,92,-48,2,5177,no
767,28,unknown,unknown,basic.4y,yes,unknown,yes,cellular,mar,7,391,9,327,603,success,-2,93,-42,4,5029,no
768,50,blue-collar,married,basic.9y,yes,unknown,yes,telephone,mar,13,660,3,194,66,nonexistent,-3,92,-32,3,5653,yes
769,41,admin.,single,basic.4y,yes,unknown,yes,cellular,may,9,820,1,887,43,success,-3,93,-36,4,5286,no
770,28,admin.,married,unknown,yes,no,unknown,cellular,may,26,774,6,111,230,nonexistent,-2,94,-45,2,5497,yes
771,81,unknown,unknown,basic.4y,no,unknown,yes,telephone,sep,20,386,4,432,352,failure,0,94,-33,1,5967,yes
772,79,unemployed,single,basic.4y,yes,yes,no,telephone,sep,27,153,9,237,312,nonexistent,2,94,-38,0,5152,yes
773,73,blue-collar,unknown,unknown,yes,no,unknown,telephone,may,26,139,2,269,898,nonexistent,-1,92,-37,0,5548,yes
774,38,admin.,single,basic.4y,unknown,yes,no,cellular,may,6,19,2,359,939,success,0,94,-40,2,5239,no
775,36,admin.,single,unknown,yes,no,unknown,cellular,sep,7,890,4,458,544,success,1,94,-31,4,5965,no
776,34,admin.,single,unknown,unknown,unknown,yes,telephone,mar,6,588,1,504,455,failure,2,94,-37,4,5180,yes
777,62,unknown,single,basic.4y,unknown,no,yes,telephone,may,12,25,3,642,161,success,1,93,-38,2,5600,no
778,27,unknown,married,basic.4y,unknown,no,no,telephone,sep,26,438,9,14,941,success,-3,93,-44,4,5554,no
779,96,admin.,unknown,unknown,yes,yes,unknown,cellular,sep,15,141,3,535,250,failure,-3,94,-35,1,5258,yes
780,28,admin.,single,basic.4y,unknown,yes,no,telephone,may,1,945,3,237,657,nonexistent,-3,94,-32,1,5840,yes
781,37,admin.,unknown,basic.9y,unknown,no,unknown,telephone,mar,12,471,7,937,433,nonexistent,0,94,-39,3,5955,yes
782,55,admin.,married,basic.9y,yes,yes,unknown,telephone,mar,30,599,7,873,578,success,-1,94,-50,3,5263,yes
783,97,admin.,unknown,basic.4y,yes,no,unknown,telephone,may,27,926,7,373,943,success,0,92,-32,1,5247,yes
784,22,unknown,married,basic.4y,no,yes,no,cellular,may,1,93,5,187,317,nonexistent,1,93,-50,0,5044,no
785,87,admin.,unknown,basic.9y,yes,unknown,unknown,telephone,mar,24,91,1,170,715,nonexistent,-1,94,-38,0,5691,no
786,21,unknown,married,basic.4y,yes,yes,unknown,telephone,sep,2,332,7,193,296,success,0,94,-43,2,5150,no
787,72,blue-collar,unknown,basic.4y,unknown,unknown,unknown,telephone,sep,9,993,5,667,591,nonexistent,2,94,-49,1,5292,no
788,75,blue-collar,unknown,unknown,no,unknown,yes,telephone,mar,11,446,8,189,86,success,1,93,-50,2,5508,no
789,18,unknown,unknown,basic.9y,yes,unknown,unknown,telephone,mar,7,320,7,242,378,failure,-3,94,-41,3,5173,yes
790,68,blue-collar,unknown,basic.4y,no,unknown,no,cellular,sep,19,402,2,56,774,nonexistent,-1,92,-47,1,5827,yes
791,63,unknown,married,basic.4y,yes,yes,no,telephone,may,23,122,1,412,55,nonexistent,-3,92,-42,1,5278,yes
792,78,unknown,married,basic.9y,unknown,no,yes,cellular,sep,16,614,4,473,671,nonexistent,-3,92,-50,1,5729,yes
793,47,unemployed,married,basic.4y,yes,yes,unknown,telephone,mar,19,12,7,613,988,failure,1,93,-43,2,5944,no
794,72,admin.,unknown,basic.9y,yes,unknown,yes,telephone,mar,20,603,6,832,558,failure,-3,92,-35,2,5496,yes
795,81,blue-collar,single,unknown,no,unknown,yes,cellular,may,19,672,4,397,376,failure,-2,93,-49,2,5293,yes
796,33,admin.,married,basic.4y,yes,yes,unknown,cellular,may,20,648,3,992,77,success,2,94,-46,3,5250,no
797,32,admin.,unknown,basic.9y,no,unknown,unknown,telephone,sep,1,122,6,772,624,failure,-2,93,-42,1,5017,no
798,78,unemployed,unknown,basic.4y,no,no,no,telephone,mar,17,571,5,137,662,failure,2,92,-49,1,5434,yes
799,73,admin.,single,basic.9y,unknown,yes,unknown,cellular,mar,19,412,3,133,711,success,1,93,-46,0,5858,yes
800,28,unknown,single,basic.4y,yes,no,yes,cellular,sep,11,136,4,387,437,nonexistent,-3,94,-44,3,5974,no
801,25,unemployed,unknown,unknown,no,unknown,yes,telephone,may,23,68,5,718,223,failure,1,93,-40,4,5875,no
802,95,unknown,unknown,basic.9y,no,no,yes,cellular,mar,11,237,4,62,372,success,-3,92,-39,4,5751,yes
803,46,unknown,married,unknown,no,no,yes,telephone,sep,17,591,2,807,640,failure,-2,93,-47,3,5771,yes
804,18,unemployed,single,unknown,no,yes,no,telephone,may,10,687,7,345,186,nonexistent,-2,93,-49,0,5939,yes
805,83,blue-collar,married,basic.4y,yes,unknown,yes,cellular,mar,28,962,7,706,97,failure,1,93,-38,3,5707,no
806,39,unemployed,married,unknown,unknown,yes,no,cellular,mar,27,89,4,427,441,nonexistent,-1,94,-31,2,5564,yes
807,95,unknown,married,basic.4y,no,yes,yes,cellular,may,21,812,6,470,621,success,1,92,-32,2,5650,no
808,44,unemployed,single,basic.9y,no,no,unknown,cellular,mar,13,399,4,431,856,success,0,94,-49,3,5309,no
809,39,unemployed,single,basic.9y,unknown,yes,unknown,telephone,sep,25,665,7,483,239,failure,2,93,-34,3,5510,no
810,76,admin.,married,basic.9y,yes,unknown,no,telephone,mar,17,761,4,882,133,success,-3,92,-45,4,5104,yes
811,84,admin.,married,basic.4y,yes,unknown,no,cellular,may,24,709,8,753,945,success,-1,93,-35,0,5779,no
812,45,unemployed,married,basic.9y,no,no,yes,cellular,may,2,836,5,928,755,failure,0,93,-40,2,5908,yes
813,83,unknown,single,basic.4y,yes,no,no,cellular,sep,10,574,7,873,953,failure,-1,94,-50,3,5362,yes
814,88,blue-collar,married,basic.9y,yes,no,yes,telephone,mar,4,321,9,457,279,success,-2,93,-36,0,5294,no
815,86,unemployed,unknown,basic.9y,no,no,yes,cellular,mar,28,865,8,623,466,nonexistent,-1,94,-46,2,5399,no
816,33,unemployed,single,basic.4y,unknown,no,unknown,telephone,may,1,724,4,126,399,nonexistent,0,92,-50,0,5150,yes
817,62,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,26,344,7,489,564,success,-1,93,-40,0,5458,yes
818,33,admin.,unknown,basic.4y,unknown,no,no,cellular,mar,11,530,5,540,63,failure,-3,92,-47,4,5575,no
819,89,unemployed,single,basic.9y,unknown,no,yes,cellular,mar,18,808,9,843,918,nonexistent,-3,92,-34,0,5337,no
820,56,unemployed,unknown,basic.4y,yes,yes,unknown,telephone,sep,7,858,3,26,472,nonexistent,-3,92,-41,4,5060,yes
821,87,unemployed,single,basic.4y,no,unknown,no,telephone,sep,28,978,2,174,760,failure,2,92,-47,4,5078,yes
822,96,admin.,single,basic.4y,no,no,unknown,cellular,sep,11,10,9,472,861,failure,-2,94,-31,3,5012,yes
823,21,unknown,married,basic.9y,yes,yes,unknown,telephone,sep,23,693,7,293,990,nonexistent,-2,93,-48,0,5247,yes
824,36,unemployed,married,unknown,yes,no,no,cellular,sep,13,901,4,847,529,nonexistent,-1,94,-39,1,5837,yes
825,32,admin.,unknown,basic.4y,no,unknown,no,cellular,sep,21,199,5,130,10,failure,2,94,-50,3,5360,yes
826,44,admin.,unknown,basic.9y,yes,unknown,no,telephone,mar,12,797,4,510,540,nonexistent,-1,93,-34,1,5787,no
827,25,blue-collar,unknown,basic.4y,yes,unknown,no,telephone,sep,21,99,9,444,37,nonexistent,2,92,-34,0,5612,no
828,55,admin.,unknown,basic.4y,no,yes,no,cellular,sep,12,803,1,81,436,failure,-2,93,-39,0,5598,no
829,60,blue-collar,married,basic.4y,yes,yes,unknown,cellular,mar,19,590,1,886,164,nonexistent,2,93,-40,1,5305,yes
830,39,unknown,single,basic.9y,no,yes,no,cellular,sep,23,533,2,321,895,failure,0,93,-32,2,5901,no
831,93,unknown,single,unknown,unknown,yes,unknown,cellular,may,5,951,1,846,695,failure,-1,94,-47,4,5776,yes
832,72,blue-collar,unknown,unknown,unknown,unknown,yes,cellular,may,19,358,6,371,10,failure,-3,92,-35,3,5177,no
833,44,admin.,unknown,basic.9y,no,unknown,yes,telephone,may,28,891,1,429,246,nonexistent,-2,93,-32,0,5507,yes
834,40,unemployed,unknown,basic.4y,unknown,no,no,cellular,may,15,348,4,781,136,success,-2,93,-39,1,5608,yes
835,47,blue-collar,single,unknown,yes,no,no,cellular,may,29,704,3,509,36,failure,0,92,-50,4,5708,yes
836,60,unemployed,unknown,basic.9y,no,no,no,telephone,sep,16,816,9,749,830,failure,-1,94,-41,1,5362,yes
837,50,blue-collar,married,basic.9y,unknown,no,yes,telephone,may,28,182,2,220,748,nonexistent,1,93,-37,2,5270,no
838,73,admin.,unknown,basic.4y,no,no,unknown,telephone,may,1,247,2,40,279,success,2,94,-34,4,5501,no
839,70,blue-collar,married,basic.9y,yes,no,no,telephone,sep,14,825,3,237,588,success,0,92,-35,0,5650,no
840,39,unemployed,single,basic.9y,no,yes,no,telephone,sep,6,932,3,589,959,success,-2,92,-35,1,5995,no
841,70,unemployed,married,basic.9y,no,unknown,unknown,telephone,sep,3,133,4,674,619,success,0,93,-50,0,5678,yes
842,30,unemployed,married,basic.9y,yes,yes,yes,cellular,sep,26,535,4,591,625,success,1,92,-34,3,5906,no
843,31,admin.,unknown,unknown,unknown,unknown,no,telephone,sep,15,979,4,458,495,success,-3,92,-43,2,5151,yes
844,57,unknown,single,basic.9y,no,no,unknown,cellular,sep,12,448,1,897,303,failure,2,92,-37,2,5572,yes
845,93,admin.,single,basic.4y,yes,yes,yes,telephone,may,21,869,1,291,969,nonexistent,-3,94,-42,3,5406,yes
846,82,unknown,married,basic.4y,no,yes,yes,telephone,may,11,165,7,293,827,failure,-3,93,-44,1,5758,no
847,77,admin.,single,basic.9y,yes,yes,unknown,cellular,sep,9,907,7,538,6,success,-1,94,-46,3,5052,yes
848,68,admin.,unknown,basic.4y,no,yes,yes,telephone,may,3,813,5,571,682,success,-1,93,-48,1,5137,yes
849,43,unknown,married,basic.4y,yes,no,no,telephone,sep,25,367,2,894,313,success,-3,93,-35,0,5503,no
850,76,unknown,single,unknown,unknown,yes,unknown,telephone,mar,25,822,4,265,800,nonexistent,-3,94,-48,4,5389,no
851,76,unemployed,single,basic.9y,yes,yes,yes,telephone,may,13,757,2,69,421,success,1,94,-41,0,5211,no
852,75,blue-collar,married,unknown,unknown,unknown,unknown,cellular,sep,9,969,6,143,941,failure,-2,92,-41,4,5427,no
853,65,blue-collar,unknown,basic.4y,yes,no,unknown,cellular,sep,27,669,4,450,312,nonexistent,-2,94,-43,4,5517,yes
854,55,blue-collar,married,basic.4y,yes,yes,yes,telephone,mar,24,491,5,245,771,nonexistent,-3,94,-31,2,5676,no
855,87,unemployed,single,basic.4y,unknown,yes,yes,cellular,may,6,37,6,715,278,nonexistent,-2,92,-50,1,5128,yes
856,97,admin.,single,basic.9y,no,unknown,yes,telephone,may,19,101,8,858,927,success,1,92,-31,0,5384,yes
857,57,unemployed,unknown,basic.9y,yes,unknown,unknown,telephone,sep,18,764,2,446,415,nonexistent,-1,93,-46,0,5188,yes
858,63,blue-collar,single,unknown,unknown,yes,no,cellular,may,8,526,6,864,786,success,0,94,-50,3,5179,no
859,59,admin.,married,unknown,yes,yes,yes,telephone,mar,12,2,9,585,892,failure,-3,94,-33,3,5849,yes
860,78,unemployed,married,basic.4y,yes,no,unknown,telephone,sep,20,635,4,130,210,nonexistent,-1,93,-38,0,5111,no
861,39,admin.,married,unknown,unknown,unknown,unknown,cellular,sep,2,941,8,908,665,failure,-3,92,-35,2,5634,no
862,71,admin.,married,unknown,unknown,no,no,cellular,may,18,472,7,655,177,success,-1,93,-31,2,5285,no
863,46,unknown,married,basic.4y,yes,no,unknown,cellular,may,13,890,9,330,303,success,-1,94,-47,1,5913,no
864,70,blue-collar,single,basic.9y,no,yes,no,cellular,may,25,510,2,194,319,failure,0,93,-41,4,5116,yes
865,99,admin.,unknown,unknown,no,yes,unknown,telephone,may,22,983,8,770,267,success,-2,93,-38,0,5681,no
866,48,unemployed,single,basic.9y,unknown,yes,no,telephone,may,3,210,8,888,670,success,1,93,-49,2,5970,no
867,72,unknown,single,unknown,unknown,unknown,yes,cellular,may,4,383,4,603,815,success,0,93,-47,0,5704,no
868,68,admin.,married,basic.9y,yes,yes,yes,telephone,may,25,867,5,706,196,failure,1,94,-50,4,5661,yes
869,49,blue-collar,unknown,basic.4y,yes,yes,unknown,telephone,sep,30,188,8,862,629,nonexistent,-2,92,-43,4,5938,yes
870,73,blue-collar,married,basic.4y,unknown,no,unknown,telephone,mar,2,770,7,924,241,nonexistent,1,94,-37,1,5937,no
871,90,blue-collar,unknown,basic.9y,yes,no,unknown,cellular,sep,30,746,2,735,567,failure,-1,93,-44,3,5252,no
872,98,blue-collar,single,unknown,no,no,unknown,cellular,mar,7,984,9,800,175,failure,-1,93,-38,0,5535,no
873,66,unknown,married,basic.4y,no,yes,yes,telephone,mar,8,525,4,44,644,success,-3,92,-43,2,5035,yes
874,24,unknown,married,unknown,unknown,no,yes,telephone,mar,3,146,4,368,253,nonexistent,-3,92,-32,2,5342,no
875,55,unknown,married,basic.9y,yes,no,yes,cellular,may,10,77,2,21,877,nonexistent,-3,92,-50,0,5385,yes
876,82,unknown,unknown,basic.9y,yes,unknown,no,cellular,sep,14,690,5,980,68,success,-1,93,-34,1,5415,yes
877,48,unknown,single,basic.4y,no,no,yes,telephone,may,5,221,2,686,644,success,0,93,-36,3,5833,yes
878,22,unemployed,unknown,basic.4y,yes,no,no,telephone,mar,24,838,3,468,412,failure,-3,94,-31,0,5102,no
879,75,unemployed,single,unknown,yes,unknown,yes,telephone,may,3,184,3,775,329,failure,2,94,-43,3,5383,yes
880,42,blue-collar,married,basic.9y,unknown,unknown,unknown,cellular,mar,4,222,2,906,921,failure,-3,93,-47,4,5956,yes
881,31,blue-collar,unknown,basic.4y,yes,yes,yes,telephone,may,14,400,5,305,136,nonexistent,1,94,-44,0,5671,yes
882,39,unknown,single,unknown,unknown,unknown,unknown,cellular,mar,6,257,7,866,937,success,-3,93,-35,0,5278,no
883,61,admin.,married,unknown,no,no,no,cellular,mar,10,225,4,745,165,success,0,92,-33,2,5660,yes
884,51,blue-collar,single,basic.4y,no,unknown,unknown,telephone,may,7,480,8,995,340,success,-2,93,-43,4,5810,no
885,58,unknown,unknown,unknown,no,yes,yes,telephone,may,5,424,2,100,447,failure,0,92,-41,0,5638,no
886,31,blue-collar,single,basic.9y,yes,yes,unknown,telephone,sep,25,451,9,683,928,nonexistent,2,94,-46,2,5076,yes
887,56,admin.,unknown,unknown,yes,no,no,cellular,mar,8,31,4,595,959,nonexistent,-1,94,-36,0,5896,yes
888,47,unknown,married,unknown,yes,no,no,telephone,mar,13,917,6,340,953,failure,-1,94,-42,1,5120,no
889,69,blue-collar,unknown,basic.4y,unknown,unknown,unknown,telephone,sep,20,499,1,3,162,failure,-2,93,-39,2,5965,no
890,24,blue-collar,single,basic.4y,no,no,no,cellular,mar,19,408,6,895,276,failure,-2,92,-43,1,5962,no
891,27,admin.,single,unknown,no,unknown,yes,telephone,mar,19,647,8,32,984,failure,2,92,-33,2,5525,no
892,98,blue-collar,single,basic.9y,no,no,no,telephone,sep,26,649,4,981,651,nonexistent,0,92,-46,0,5155,no
893,27,blue-collar,unknown,basic.9y,yes,no,yes,telephone,may,22,437,8,433,648,failure,-2,92,-49,0,5127,no
894,30,admin.,unknown,unknown,unknown,unknown,yes,cellular,mar,9,302,9,112,471,failure,2,92,-49,0,5286,no
895,27,blue-collar,unknown,unknown,yes,unknown,no,telephone,sep,1,731,7,227,263,success,2,94,-31,2,5079,no
896,32,admin.,unknown,basic.4y,yes,no,unknown,cellular,may,30,470,1,394,801,failure,-3,92,-40,2,5284,yes
897,85,unemployed,unknown,basic.4y,unknown,no,unknown,telephone,sep,5,876,4,673,746,nonexistent,0,93,-36,1,5910,yes
898,89,unemployed,unknown,unknown,no,unknown,unknown,telephone,mar,22,298,1,109,837,success,0,93,-31,4,5025,no
899,46,blue-collar,single,basic.9y,no,no,yes,cellular,sep,10,961,6,621,605,nonexistent,-2,92,-31,2,5504,no
900,52,admin.,married,basic.4y,no,unknown,unknown,cellular,may,5,742,4,773,908,success,1,92,-41,4,5606,no
901,28,unknown,single,basic.4y,yes,unknown,unknown,telephone,mar,25,710,9,378,791,success,0,93,-35,1,5994,no
902,30,blue-collar,unknown,unknown,no,yes,unknown,telephone,may,8,471,8,381,995,success,1,92,-47,2,5514,no
