id,age,job,marital,education,credit_default,housing,loan
1060,23,admin,single,basic_4y,unknown,unknown,no
1061,86,blue-collar,single,,unknown,unknown,unknown
1062,97,unemployed,unknown,basic_9y,no,yes,unknown
1063,60,admin,single,basic_4y,no,no,yes
1064,22,unknown,married,,unknown,no,unknown
1065,48,unknown,unknown,,unknown,unknown,yes
1066,21,unemployed,married,,yes,no,no
1067,27,unknown,married,basic_4y,yes,yes,yes
1068,90,blue-collar,married,,yes,no,unknown
1069,91,unknown,single,basic_4y,yes,yes,unknown
1070,23,admin,single,,yes,no,yes
1071,30,blue-collar,married,,unknown,unknown,yes
1072,38,blue-collar,married,basic_9y,unknown,no,no
1073,30,blue-collar,married,basic_4y,yes,no,no
1074,69,blue-collar,single,basic_4y,yes,yes,unknown
1075,58,unknown,unknown,,unknown,no,no
1076,79,unemployed,single,basic_4y,yes,no,yes
1077,47,unemployed,married,basic_4y,unknown,yes,yes
1078,61,admin,married,basic_9y,no,unknown,yes
1079,62,unemployed,married,basic_9y,unknown,yes,unknown
1080,99,unemployed,single,,no,no,yes
1081,69,blue-collar,single,basic_9y,unknown,no,yes
1082,37,unknown,unknown,basic_4y,no,no,no
1083,20,blue-collar,unknown,basic_4y,no,no,yes
1084,36,admin,single,,yes,yes,no
1085,71,unknown,single,basic_4y,unknown,yes,yes
1086,59,admin,unknown,basic_4y,yes,no,no
1087,74,unknown,married,basic_9y,unknown,no,no
1088,27,blue-collar,single,basic_4y,no,yes,yes
1089,47,admin,married,basic_9y,yes,no,no
1090,79,admin,unknown,basic_4y,unknown,unknown,no
1091,57,admin,single,basic_9y,no,unknown,unknown
1092,71,unknown,married,basic_4y,no,yes,no
1093,27,admin,unknown,basic_4y,yes,no,unknown
1094,49,blue-collar,unknown,basic_9y,unknown,yes,unknown
1095,77,blue-collar,unknown,basic_4y,unknown,no,unknown
1096,35,unemployed,unknown,basic_4y,no,no,unknown
1097,47,admin,unknown,basic_9y,no,unknown,unknown
1098,77,admin,unknown,,unknown,no,yes
1099,77,admin,married,,yes,yes,unknown
1100,39,blue-collar,married,basic_4y,no,no,no
1101,77,unemployed,single,basic_9y,no,yes,unknown
1102,83,unknown,married,,yes,no,no
1103,21,admin,unknown,basic_9y,yes,unknown,yes
1104,71,unemployed,married,basic_4y,no,yes,no
1105,90,unemployed,unknown,,unknown,yes,no
1106,87,unemployed,single,,unknown,no,yes
1107,35,unemployed,married,basic_4y,yes,unknown,unknown
1108,56,unknown,married,basic_4y,yes,yes,unknown
1109,46,unknown,married,basic_9y,no,yes,no
1110,77,blue-collar,unknown,basic_4y,unknown,unknown,unknown
1111,26,unknown,single,,yes,yes,no
1112,51,unemployed,unknown,,no,unknown,yes
1113,80,unemployed,single,basic_4y,yes,no,unknown
1114,62,unknown,married,basic_9y,yes,yes,unknown
1115,18,admin,married,basic_9y,unknown,yes,unknown
1116,80,unemployed,unknown,basic_9y,no,no,unknown
1117,74,admin,unknown,basic_4y,unknown,no,no
1118,71,unemployed,single,basic_9y,yes,yes,yes
1119,52,admin,unknown,basic_9y,unknown,unknown,yes
1120,38,blue-collar,single,,unknown,yes,no
1121,92,unknown,unknown,,yes,yes,yes
1122,78,unknown,unknown,,unknown,yes,yes
1123,69,admin,unknown,basic_4y,no,unknown,unknown
1124,74,unknown,single,basic_4y,unknown,no,no
1125,24,unemployed,married,,no,yes,no
1126,20,admin,married,basic_4y,yes,unknown,no
1127,36,unknown,unknown,basic_9y,no,yes,yes
1128,23,blue-collar,married,basic_9y,yes,yes,unknown
1129,70,unknown,unknown,,no,yes,unknown
1130,70,blue-collar,unknown,basic_9y,unknown,unknown,unknown
1131,84,admin,married,basic_9y,unknown,yes,yes
1132,40,unknown,unknown,basic_4y,no,unknown,no
1133,50,unemployed,unknown,basic_4y,unknown,yes,yes
1134,59,unemployed,unknown,basic_9y,yes,unknown,unknown
1135,84,admin,single,basic_4y,no,unknown,unknown
1136,37,admin,single,,yes,yes,no
1137,79,unemployed,single,basic_4y,unknown,yes,unknown
1138,90,blue-collar,unknown,,yes,no,unknown
1139,68,blue-collar,married,basic_4y,yes,unknown,unknown
1140,23,blue-collar,single,basic_9y,unknown,no,yes
1141,52,admin,married,basic_4y,unknown,yes,unknown
1142,99,unknown,single,basic_9y,unknown,unknown,no
1143,74,blue-collar,married,,no,no,no
1144,95,unknown,single,basic_9y,no,no,no
1145,21,admin,single,,unknown,unknown,unknown
1146,46,admin,unknown,,unknown,no,yes
1147,34,unknown,married,,yes,no,yes
1148,53,blue-collar,married,basic_4y,unknown,yes,yes
1149,38,admin,married,basic_4y,unknown,unknown,no
1150,67,unknown,unknown,,unknown,no,no
1151,95,unemployed,single,basic_9y,no,yes,yes
1152,26,unknown,unknown,,unknown,no,no
1153,40,admin,unknown,,yes,no,no
1154,86,blue-collar,married,,yes,unknown,unknown
1155,71,blue-collar,single,,unknown,unknown,unknown
1156,32,blue-collar,single,basic_9y,yes,unknown,yes
1157,38,blue-collar,single,,yes,unknown,no
1158,21,unemployed,single,,no,yes,yes
1159,72,admin,unknown,basic_9y,yes,yes,no
1160,42,unemployed,married,,no,unknown,no
1161,24,blue-collar,unknown,basic_4y,no,unknown,yes
1162,87,unemployed,married,basic_9y,yes,unknown,unknown
1163,46,unemployed,single,,yes,yes,unknown
1164,42,unknown,unknown,basic_4y,yes,no,unknown
1165,62,unemployed,married,basic_4y,unknown,unknown,yes
1166,99,unemployed,single,basic_9y,yes,unknown,unknown
1167,62,unemployed,unknown,basic_4y,no,no,no
1168,59,admin,unknown,,no,unknown,unknown
1169,41,unemployed,single,,no,no,yes
1170,38,unknown,unknown,,yes,unknown,unknown
1171,49,blue-collar,unknown,,yes,unknown,no
1172,65,admin,married,basic_4y,unknown,yes,yes
1173,37,unemployed,single,basic_9y,no,yes,no
1174,81,blue-collar,unknown,,unknown,unknown,yes
1175,41,unknown,single,,no,yes,unknown
1176,44,admin,unknown,,unknown,no,yes
1177,22,admin,unknown,basic_4y,yes,no,no
1178,23,unknown,single,basic_4y,no,yes,unknown
1179,34,unemployed,single,,yes,unknown,unknown
1180,90,blue-collar,single,,yes,yes,no
1181,48,blue-collar,unknown,basic_4y,yes,yes,unknown
1182,34,unemployed,married,basic_4y,yes,unknown,unknown
1183,72,unknown,unknown,basic_9y,unknown,unknown,unknown
1184,95,admin,married,,no,yes,no
1185,24,admin,single,,yes,yes,no
1186,93,blue-collar,single,basic_9y,unknown,unknown,yes
1187,89,unemployed,single,,unknown,yes,unknown
1188,44,unknown,unknown,basic_9y,no,yes,yes
1189,72,admin,unknown,,no,no,unknown
1190,58,unemployed,unknown,basic_9y,yes,yes,unknown
1191,47,unemployed,unknown,basic_9y,yes,unknown,yes
1192,30,unknown,married,,no,yes,no
1193,57,admin,married,basic_4y,unknown,unknown,unknown
1194,52,unemployed,single,basic_9y,no,no,unknown
1195,53,blue-collar,unknown,,unknown,unknown,yes
1196,82,unknown,married,basic_9y,yes,yes,unknown
1197,83,unemployed,single,,unknown,no,no
1198,39,unemployed,unknown,basic_9y,no,no,unknown
1199,38,unemployed,unknown,basic_4y,yes,yes,unknown
1200,29,unemployed,unknown,basic_4y,unknown,yes,yes
1201,44,blue-collar,single,,unknown,unknown,yes
1202,30,unemployed,married,,no,unknown,no
1203,46,unknown,unknown,basic_4y,no,unknown,yes
1204,71,unknown,single,,no,yes,yes
1205,58,unemployed,unknown,basic_4y,unknown,no,no
1206,81,unemployed,unknown,basic_4y,unknown,yes,unknown
1207,62,unknown,married,basic_4y,unknown,no,unknown
1208,99,admin,unknown,basic_9y,unknown,no,unknown
1209,86,admin,unknown,basic_9y,no,no,yes
1210,62,unknown,unknown,basic_4y,no,yes,no
1211,97,blue-collar,unknown,,yes,unknown,unknown
1212,20,admin,unknown,basic_9y,no,no,no
1213,61,admin,married,basic_4y,no,no,yes
1214,46,blue-collar,single,basic_4y,no,yes,no
1215,27,blue-collar,single,,no,no,yes
1216,39,blue-collar,single,basic_4y,yes,no,unknown
1217,49,unknown,unknown,,unknown,unknown,yes
1218,36,blue-collar,single,basic_4y,no,unknown,no
1219,78,unknown,married,basic_4y,unknown,no,unknown
1220,50,admin,single,basic_9y,yes,yes,yes
1221,83,unemployed,single,basic_9y,yes,no,unknown
1222,99,blue-collar,single,basic_4y,yes,unknown,yes
1223,70,blue-collar,unknown,basic_9y,unknown,no,yes
1224,64,admin,married,,unknown,no,yes
1225,79,unemployed,unknown,basic_9y,no,unknown,no
1226,26,blue-collar,unknown,basic_9y,no,unknown,yes
1227,75,unemployed,single,basic_4y,no,no,no
1228,38,unknown,married,basic_4y,unknown,no,no
1229,93,blue-collar,married,basic_9y,yes,unknown,unknown
1230,80,admin,single,basic_4y,yes,yes,no
1231,27,unknown,unknown,,yes,no,no
1232,31,unemployed,unknown,,no,yes,yes
1233,85,blue-collar,unknown,basic_9y,unknown,yes,unknown
1234,80,unknown,single,basic_9y,no,yes,no
1235,69,blue-collar,single,,no,yes,yes
1236,18,unknown,unknown,basic_9y,yes,unknown,no
1237,91,admin,single,,yes,yes,no
1238,96,unknown,unknown,,unknown,yes,no
1239,96,admin,single,basic_9y,yes,unknown,no
1240,28,admin,married,basic_4y,no,unknown,unknown
1241,62,admin,unknown,,yes,yes,no
1242,66,blue-collar,married,,unknown,unknown,no
1243,29,unknown,married,,yes,unknown,unknown
1244,59,unemployed,unknown,basic_9y,unknown,no,unknown
1245,84,unemployed,single,,yes,yes,yes
1246,74,blue-collar,unknown,basic_4y,unknown,yes,no
1247,92,unknown,unknown,,unknown,unknown,no
1248,55,blue-collar,single,basic_4y,yes,yes,no
1249,48,unemployed,married,basic_9y,unknown,no,unknown
1250,21,unknown,single,basic_4y,no,unknown,unknown
1251,60,admin,unknown,basic_4y,no,yes,unknown
1252,31,blue-collar,married,basic_4y,yes,yes,yes
1253,42,blue-collar,married,,unknown,no,no
1254,70,unknown,married,basic_9y,no,yes,no
1255,55,unemployed,married,,no,yes,unknown
1256,87,admin,single,basic_4y,yes,no,unknown
1257,57,admin,married,basic_9y,no,yes,no
1258,44,unemployed,single,basic_9y,yes,yes,unknown
1259,33,admin,married,,yes,yes,yes
1260,85,unknown,married,basic_4y,no,yes,yes
1261,86,admin,unknown,,yes,unknown,unknown
1262,58,admin,married,basic_9y,yes,no,yes
1263,48,unknown,married,basic_4y,yes,yes,yes
1264,19,admin,married,basic_4y,yes,unknown,no
1265,94,unknown,unknown,basic_4y,unknown,no,unknown
1266,50,admin,unknown,basic_4y,yes,yes,no
1267,85,unknown,married,basic_9y,no,yes,no
1268,85,unknown,unknown,,yes,no,unknown
1269,74,unemployed,single,basic_4y,yes,no,yes
1270,87,unknown,married,basic_9y,no,no,yes
1271,71,blue-collar,single,,yes,unknown,yes
1272,67,admin,single,basic_9y,yes,no,unknown
1273,67,blue-collar,unknown,,no,no,no
1274,40,admin,unknown,basic_4y,yes,unknown,no
1275,30,unknown,single,,no,yes,no
1276,76,blue-collar,unknown,basic_4y,unknown,yes,no
1277,72,unknown,unknown,basic_9y,unknown,no,unknown
1278,43,unknown,single,basic_4y,unknown,yes,yes
1279,45,unemployed,single,,unknown,yes,yes
1280,39,admin,married,basic_4y,yes,yes,yes
1281,86,unknown,unknown,basic_9y,no,no,unknown
1282,51,unemployed,unknown,basic_4y,no,yes,unknown
1283,76,unknown,unknown,,unknown,unknown,no
1284,89,unknown,married,basic_4y,unknown,unknown,no
1285,29,unemployed,married,,yes,unknown,no
1286,32,unemployed,unknown,basic_9y,yes,yes,no
1287,27,blue-collar,single,,no,no,unknown
1288,31,blue-collar,single,basic_9y,yes,unknown,unknown
1289,88,unknown,single,,no,yes,no
1290,19,unemployed,married,basic_4y,unknown,no,yes
1291,28,unknown,unknown,basic_4y,no,no,no
1292,77,admin,single,basic_9y,yes,yes,unknown
1293,32,unemployed,single,,no,yes,yes
1294,42,unemployed,married,basic_4y,unknown,unknown,unknown
1295,73,blue-collar,married,,no,no,yes
1296,70,unemployed,married,,unknown,yes,yes
1297,77,unknown,unknown,basic_4y,yes,no,unknown
1298,63,admin,single,basic_4y,yes,yes,unknown
1299,85,unknown,unknown,,yes,no,no
1300,75,admin,unknown,,yes,no,unknown
1301,76,admin,single,basic_4y,yes,no,yes
1302,85,blue-collar,unknown,basic_9y,yes,yes,yes
1303,21,admin,married,,no,no,no
1304,21,unknown,married,,yes,yes,no
1305,29,blue-collar,unknown,basic_9y,yes,no,yes
1306,18,unemployed,unknown,basic_9y,no,yes,unknown
1307,63,unknown,married,,yes,unknown,no
1308,83,blue-collar,married,,yes,no,no
1309,54,unknown,unknown,basic_4y,yes,yes,no
1310,69,unknown,single,basic_4y,yes,unknown,yes
1311,50,admin,unknown,basic_4y,yes,yes,yes
1312,99,admin,unknown,basic_4y,unknown,yes,no
1313,21,unknown,married,basic_9y,no,no,unknown
1314,40,blue-collar,unknown,,unknown,no,unknown
1315,26,admin,unknown,basic_9y,no,unknown,yes
1316,68,admin,unknown,basic_9y,unknown,no,yes
1317,88,blue-collar,unknown,basic_4y,yes,no,unknown
1318,89,unemployed,unknown,basic_4y,no,unknown,yes
1319,88,admin,single,basic_9y,yes,unknown,no
1320,80,admin,married,basic_9y,unknown,unknown,yes
1321,41,admin,unknown,basic_4y,unknown,unknown,unknown
1322,18,unemployed,single,basic_4y,yes,unknown,yes
1323,51,unknown,married,basic_9y,yes,yes,unknown
1324,72,blue-collar,single,basic_4y,yes,unknown,no
1325,76,admin,unknown,basic_4y,yes,no,no
1326,72,blue-collar,unknown,basic_9y,unknown,unknown,no
1327,25,blue-collar,unknown,basic_9y,yes,yes,unknown
1328,76,blue-collar,married,,unknown,unknown,yes
1329,24,unemployed,married,basic_9y,no,yes,yes
1330,75,blue-collar,married,,no,unknown,unknown
1331,37,unknown,single,basic_9y,unknown,yes,no
1332,41,admin,unknown,basic_9y,unknown,unknown,no
1333,42,admin,single,basic_9y,yes,unknown,no
1334,90,admin,unknown,,yes,no,unknown
1335,23,blue-collar,unknown,basic_9y,yes,yes,unknown
1336,21,blue-collar,married,basic_9y,no,no,unknown
1337,48,unemployed,single,basic_4y,yes,no,unknown
1338,45,admin,single,basic_4y,no,yes,no
1339,69,unemployed,married,basic_4y,unknown,yes,yes
1340,71,blue-collar,unknown,basic_4y,no,yes,unknown
1341,43,unknown,single,basic_9y,yes,no,yes
1342,51,unknown,married,basic_9y,yes,no,unknown
1343,59,unemployed,single,basic_4y,no,yes,yes
1344,93,admin,married,basic_9y,no,no,yes
1345,38,admin,married,basic_4y,yes,yes,no
1346,39,blue-collar,unknown,,no,unknown,yes
1347,63,admin,married,basic_4y,unknown,no,unknown
1348,78,admin,unknown,,no,yes,unknown
1349,89,admin,unknown,,yes,no,no
1350,67,admin,single,,unknown,yes,unknown
1351,50,admin,married,basic_4y,no,unknown,yes
1352,60,admin,married,basic_9y,unknown,unknown,unknown
1353,71,unemployed,unknown,,no,no,no
1354,30,unemployed,single,,no,yes,unknown
1355,43,unknown,unknown,basic_9y,no,no,no
1356,72,unknown,married,,unknown,unknown,yes
1357,42,unemployed,unknown,,no,unknown,unknown
1358,39,unknown,unknown,basic_9y,no,yes,unknown
1359,36,blue-collar,married,,no,no,yes
1360,95,unknown,married,,no,no,unknown
1361,26,admin,single,,unknown,yes,yes
1362,30,unknown,single,basic_9y,unknown,no,unknown
1363,84,admin,married,basic_9y,yes,yes,unknown
1364,50,unemployed,married,basic_4y,yes,unknown,yes
1365,41,admin,married,basic_4y,no,unknown,unknown
1366,67,blue-collar,single,basic_9y,unknown,yes,yes
1367,48,unemployed,unknown,basic_9y,yes,yes,no
1368,61,blue-collar,unknown,basic_4y,no,yes,unknown
1369,87,unknown,unknown,basic_4y,no,unknown,yes
1370,54,admin,single,,yes,unknown,unknown
1371,39,unknown,unknown,basic_4y,unknown,yes,unknown
1372,45,unemployed,married,basic_9y,no,no,unknown
1373,41,blue-collar,married,,yes,yes,no
1374,28,unemployed,married,basic_4y,yes,no,no
1375,46,unknown,married,,yes,yes,no
1376,64,blue-collar,married,basic_9y,no,unknown,no
1377,28,admin,unknown,basic_9y,yes,yes,unknown
1378,66,blue-collar,married,basic_9y,unknown,no,no
1379,92,admin,single,basic_4y,yes,no,yes
1380,57,unemployed,married,basic_9y,yes,unknown,yes
1381,32,unknown,single,basic_9y,yes,no,unknown
1382,65,unknown,unknown,basic_4y,no,unknown,yes
1383,70,blue-collar,unknown,,unknown,unknown,no
1384,88,unknown,unknown,basic_9y,yes,yes,unknown
1385,74,blue-collar,unknown,basic_9y,yes,yes,no
1386,90,unemployed,married,,unknown,no,unknown
1387,44,unknown,unknown,basic_4y,yes,unknown,unknown
1388,65,unknown,unknown,basic_4y,unknown,yes,yes
1389,34,blue-collar,married,basic_9y,yes,yes,unknown
1390,59,blue-collar,single,basic_4y,unknown,no,yes
1391,75,unemployed,unknown,basic_4y,no,unknown,yes
1392,99,blue-collar,unknown,basic_4y,no,yes,no
1393,40,blue-collar,single,basic_4y,yes,unknown,unknown
1394,43,unemployed,married,,yes,yes,yes
1395,91,admin,single,basic_4y,no,yes,yes
1396,26,unemployed,married,,unknown,unknown,no
1397,70,admin,single,basic_4y,no,yes,no
1398,83,admin,unknown,basic_4y,yes,no,no
1399,35,unemployed,single,,yes,yes,yes
1400,91,admin,unknown,basic_4y,yes,yes,no
1401,38,unknown,married,basic_9y,unknown,yes,unknown
1402,46,admin,unknown,basic_9y,yes,no,unknown
1403,54,unemployed,married,,unknown,yes,yes
1404,54,blue-collar,single,basic_9y,yes,unknown,unknown
1405,56,unknown,married,basic_9y,yes,unknown,yes
1406,31,blue-collar,unknown,,no,yes,yes
1407,47,admin,single,basic_9y,yes,no,yes
1408,75,blue-collar,single,basic_9y,unknown,no,unknown
1409,18,admin,married,,no,no,unknown
1410,52,blue-collar,unknown,basic_4y,yes,no,unknown
1411,28,unknown,unknown,,unknown,yes,unknown
1412,25,admin,unknown,basic_9y,yes,no,no
1413,73,unknown,married,basic_9y,unknown,yes,unknown
1414,35,admin,unknown,,yes,unknown,no
1415,40,blue-collar,unknown,basic_9y,no,yes,yes
1416,97,admin,unknown,basic_9y,unknown,unknown,no
1417,59,admin,married,,yes,no,no
1418,88,unemployed,unknown,basic_9y,no,unknown,no
1419,98,blue-collar,unknown,,no,unknown,no
1420,89,unknown,unknown,basic_9y,no,no,unknown
1421,59,unemployed,married,basic_9y,yes,unknown,yes
1422,18,admin,unknown,basic_4y,unknown,unknown,yes
1423,80,unknown,married,,unknown,no,unknown
1424,27,admin,single,basic_9y,no,unknown,unknown
1425,65,unknown,single,basic_4y,unknown,yes,unknown
1426,19,unknown,married,basic_9y,yes,yes,unknown
1427,59,unknown,married,basic_9y,no,no,yes
1428,99,blue-collar,unknown,basic_4y,yes,unknown,unknown
1429,70,blue-collar,unknown,,no,unknown,no
1430,42,admin,unknown,basic_4y,no,unknown,unknown
1431,56,unknown,unknown,basic_4y,unknown,yes,unknown
1432,23,unemployed,single,,yes,unknown,yes
1433,56,unknown,married,,no,unknown,no
1434,53,blue-collar,single,basic_4y,yes,unknown,yes
1435,22,blue-collar,unknown,basic_4y,unknown,yes,no
1436,35,unknown,married,,unknown,no,yes
1437,60,admin,married,,unknown,yes,yes
1438,62,blue-collar,married,basic_4y,no,yes,yes
1439,65,unemployed,unknown,basic_4y,no,no,no
1440,18,unknown,married,basic_9y,yes,unknown,no
1441,40,unemployed,single,basic_9y,no,yes,yes
1442,24,unknown,unknown,,unknown,yes,unknown
1443,89,blue-collar,single,,no,yes,no
1444,42,admin,unknown,,no,unknown,yes
1445,85,unemployed,unknown,basic_9y,yes,no,no
1446,46,admin,unknown,basic_4y,unknown,no,unknown
1447,78,unknown,single,basic_9y,no,yes,unknown
1448,79,unknown,unknown,,unknown,yes,no
1449,42,blue-collar,single,,no,no,no
1450,88,unemployed,married,basic_9y,unknown,no,unknown
1451,79,unemployed,single,basic_9y,unknown,unknown,yes
1452,83,unknown,single,basic_9y,unknown,no,yes
1453,98,admin,married,,unknown,unknown,no
1454,89,unemployed,single,basic_4y,unknown,yes,unknown
1455,76,admin,married,basic_4y,unknown,no,no
1456,45,blue-collar,single,basic_4y,no,yes,unknown
1457,56,unknown,single,,unknown,yes,yes
1458,44,admin,unknown,basic_9y,unknown,unknown,unknown
1459,85,admin,unknown,,no,no,no
1460,65,unknown,unknown,basic_9y,yes,yes,unknown
1461,22,unknown,unknown,basic_4y,yes,unknown,unknown
1462,37,blue-collar,single,,no,unknown,unknown
1463,19,unknown,single,,yes,no,no
1464,61,unemployed,married,basic_4y,no,unknown,unknown
1465,94,unknown,married,basic_9y,no,yes,unknown
1466,74,admin,married,basic_4y,yes,unknown,no
1467,68,admin,single,,unknown,no,unknown
1468,88,admin,married,,no,unknown,yes
1469,22,unknown,single,basic_4y,yes,no,unknown
1470,19,blue-collar,unknown,basic_4y,no,no,unknown
1471,38,unknown,married,basic_9y,no,unknown,unknown
1472,85,blue-collar,unknown,,no,no,unknown
1473,39,unknown,married,basic_4y,unknown,unknown,no
1474,66,unemployed,married,basic_9y,unknown,unknown,no
1475,76,unknown,single,basic_9y,yes,no,no
1476,60,unknown,single,basic_4y,yes,no,unknown
1477,25,unemployed,single,,unknown,unknown,yes
1478,66,unemployed,single,basic_9y,yes,no,yes
1479,75,blue-collar,married,,unknown,no,no
1480,93,unemployed,unknown,basic_9y,unknown,unknown,no
1481,23,unknown,single,,yes,unknown,no
1482,77,unemployed,single,,no,yes,yes
1483,68,unemployed,single,basic_4y,no,yes,no
1484,41,unemployed,unknown,basic_9y,no,no,unknown
1485,40,blue-collar,unknown,basic_9y,unknown,no,unknown
1486,46,unknown,single,basic_9y,yes,no,no
1487,96,unknown,unknown,basic_9y,unknown,yes,unknown
1488,45,admin,single,,yes,unknown,yes
1489,83,unemployed,single,basic_9y,no,unknown,yes
1490,30,blue-collar,single,,no,unknown,no
1491,46,unknown,single,,no,no,no
1492,63,admin,married,basic_4y,no,yes,unknown
1493,88,blue-collar,unknown,basic_4y,unknown,no,yes
1494,72,unknown,unknown,,no,unknown,no
1495,46,unemployed,single,basic_9y,unknown,no,unknown
1496,59,admin,married,,unknown,no,yes
1497,55,unemployed,single,basic_9y,yes,no,unknown
1498,99,unknown,single,,yes,unknown,yes
1499,87,blue-collar,single,basic_4y,yes,unknown,yes
1500,58,unemployed,married,,yes,unknown,unknown
1501,77,unknown,single,,unknown,no,no
1502,48,unknown,single,basic_9y,no,unknown,unknown
1503,46,unemployed,married,basic_9y,unknown,no,unknown
1504,62,unknown,single,basic_9y,unknown,yes,no
1505,91,unemployed,unknown,basic_9y,yes,no,no
1506,32,blue-collar,single,basic_9y,unknown,yes,no
1507,55,unemployed,married,basic_4y,unknown,yes,no
1508,64,unknown,unknown,basic_4y,yes,yes,yes
1509,25,unemployed,unknown,,no,unknown,yes
1510,46,blue-collar,married,basic_9y,no,unknown,unknown
1511,87,unemployed,single,,unknown,no,no
1512,55,blue-collar,unknown,basic_9y,unknown,yes,yes
1513,45,blue-collar,married,basic_9y,yes,unknown,no
1514,76,blue-collar,unknown,,yes,unknown,unknown
1515,85,admin,married,,yes,yes,unknown
1516,80,unknown,married,basic_9y,no,no,yes
1517,34,unemployed,unknown,basic_4y,unknown,yes,no
1518,79,blue-collar,unknown,basic_4y,no,yes,no
1519,58,admin,married,basic_4y,no,unknown,no
1520,29,unknown,married,basic_4y,yes,no,no
1521,47,blue-collar,married,,unknown,no,yes
1522,51,unknown,single,,no,yes,no
1523,42,blue-collar,single,basic_4y,yes,no,unknown
1524,41,blue-collar,unknown,,unknown,unknown,unknown
1525,80,admin,unknown,basic_4y,no,no,unknown
1526,93,blue-collar,unknown,basic_9y,yes,no,no
1527,64,blue-collar,single,basic_9y,yes,no,yes
1528,71,blue-collar,married,basic_9y,yes,unknown,no
1529,48,blue-collar,unknown,,no,unknown,yes
1530,34,unknown,unknown,,yes,yes,unknown
1531,66,unemployed,single,,no,yes,no
1532,56,unknown,married,basic_4y,no,yes,no
1533,80,blue-collar,single,basic_9y,unknown,yes,yes
1534,76,blue-collar,married,basic_9y,unknown,yes,yes
1535,86,blue-collar,married,,yes,yes,yes
1536,59,unknown,unknown,basic_9y,no,unknown,yes
1537,69,blue-collar,married,basic_4y,unknown,no,unknown
1538,36,blue-collar,single,,yes,no,unknown
1539,18,admin,married,basic_4y,no,yes,yes
1540,53,blue-collar,single,basic_9y,unknown,yes,yes
1541,74,unemployed,married,basic_4y,yes,yes,unknown
1542,25,unknown,single,,yes,no,unknown
1543,79,blue-collar,single,basic_4y,yes,yes,no
1544,91,unknown,married,,unknown,yes,unknown
1545,53,admin,single,basic_9y,yes,no,unknown
1546,18,admin,single,,unknown,no,yes
1547,29,unemployed,unknown,,yes,yes,unknown
1548,39,blue-collar,unknown,basic_4y,no,yes,yes
1549,29,blue-collar,unknown,basic_9y,unknown,unknown,no
1550,81,admin,single,basic_9y,yes,unknown,yes
1551,85,admin,married,,no,unknown,yes
1552,86,admin,single,basic_4y,yes,unknown,yes
1553,51,admin,unknown,,unknown,unknown,unknown
1554,70,blue-collar,married,,yes,unknown,no
1555,72,blue-collar,single,basic_4y,no,no,no
1556,29,admin,single,,yes,no,no
1557,70,unknown,married,basic_4y,no,unknown,unknown
1558,63,unemployed,unknown,basic_9y,no,no,yes
1559,91,unemployed,unknown,basic_4y,yes,no,yes
1560,31,unknown,single,,unknown,no,no
1561,48,admin,unknown,basic_4y,no,yes,unknown
1562,71,unemployed,single,,no,no,unknown
1563,60,unemployed,single,,no,no,yes
1564,70,unknown,married,basic_9y,yes,yes,yes
1565,62,admin,married,basic_4y,no,unknown,unknown
1566,55,unemployed,married,basic_9y,no,no,yes
1567,18,blue-collar,married,basic_9y,yes,unknown,yes
1568,77,blue-collar,single,basic_4y,no,unknown,no
1569,86,unemployed,married,basic_9y,yes,unknown,yes
1570,76,admin,single,,yes,unknown,unknown
1571,26,unemployed,unknown,basic_4y,unknown,unknown,yes
1572,45,blue-collar,married,,yes,unknown,unknown
1573,23,admin,unknown,basic_4y,yes,no,no
1574,29,admin,single,basic_9y,unknown,no,yes
1575,73,blue-collar,single,,no,no,unknown
1576,67,admin,single,,unknown,no,yes
1577,79,unemployed,single,basic_4y,unknown,no,unknown
1578,31,admin,single,,no,unknown,unknown
1579,80,blue-collar,unknown,basic_4y,yes,yes,yes
1580,65,unknown,married,basic_9y,yes,no,yes
1581,82,unemployed,single,basic_4y,unknown,no,unknown
1582,44,unemployed,married,,unknown,no,no
1583,66,admin,married,basic_4y,yes,unknown,yes
1584,64,blue-collar,married,basic_4y,yes,yes,unknown
1585,35,blue-collar,single,,unknown,yes,no
1586,19,unknown,single,,yes,no,no
1587,25,unknown,married,basic_4y,unknown,no,unknown
1588,57,admin,unknown,,unknown,yes,no
1589,64,unknown,unknown,basic_9y,no,unknown,yes
1590,64,admin,unknown,basic_4y,yes,unknown,yes
1591,82,unemployed,married,,yes,unknown,no
1592,62,unknown,unknown,basic_9y,yes,no,no
1593,27,unemployed,unknown,,unknown,unknown,yes
1594,25,unemployed,married,basic_4y,unknown,no,unknown
1595,32,blue-collar,married,basic_9y,yes,unknown,no
1596,86,admin,single,basic_4y,no,no,unknown
1597,47,blue-collar,unknown,basic_4y,unknown,unknown,yes
1598,22,blue-collar,unknown,,yes,unknown,yes
1599,32,blue-collar,married,basic_4y,unknown,unknown,yes
1600,33,blue-collar,unknown,basic_9y,yes,unknown,yes
1601,82,unknown,single,basic_4y,yes,yes,yes
1602,91,unemployed,unknown,,unknown,yes,no
1603,31,unknown,single,basic_9y,unknown,no,yes
1604,75,admin,married,basic_4y,no,yes,no
1605,49,unknown,unknown,basic_4y,no,no,no
1606,98,admin,single,,yes,unknown,unknown
1607,41,admin,married,basic_4y,yes,unknown,yes
